school_year,district_id,LEA,school_id,school_number,School,core_code,course_section,grade_level,Student enrollment
2015,442,Emery,451,404,Canyon View Jr. High School,32020000240,21202,9,11
2015,442,Emery,451,404,Canyon View Jr. High School,32020000240,21203,9,21
2015,442,Emery,451,404,Canyon View Jr. High School,32020000240,21204,9,8
2015,442,Emery,452,408,San Rafael Jr. High School,32020000240,21201,9,26
2015,442,Emery,452,408,San Rafael Jr. High School,32020000240,21203,9,30
2015,442,Emery,452,408,San Rafael Jr. High School,32020000240,21204,9,27
2015,456,Garfield,464,704,Bryce Valley High School,32020000240,3222401,9,12
2015,456,Garfield,464,704,Bryce Valley High School,32020000240,3222402,9,11
2015,456,Garfield,465,708,Escalante High School,32020000240,3222401,9,9
2015,456,Garfield,466,712,Panguitch High School,32020000240,3222401,9,21
2015,456,Garfield,466,712,Panguitch High School,35020000007,35020071,9,22
2015,468,Grand,473,704,Grand High School,32020000240,86462,9,17
2015,468,Grand,473,704,Grand High School,32020000240,86463,9,27
2015,468,Grand,473,704,Grand High School,32020000240,86464,9,15
2015,468,Grand,473,704,Grand High School,32020000240,86465,9,22
2015,468,Grand,473,704,Grand High School,32020000240,86466,9,23
2015,468,Grand,473,704,Grand High School,35020000060,82011,9,3
2015,480,Granite,552,400,Bennion Jr. High School,32020000240,61031101,9,34
2015,480,Granite,552,400,Bennion Jr. High School,32020000240,61031102,9,33
2015,480,Granite,552,400,Bennion Jr. High School,32020000240,61031103,9,42
2015,480,Granite,553,402,Bonneville Jr. High School,32020000240,61031101,9,28
2015,480,Granite,553,402,Bonneville Jr. High School,32020000240,61031102,9,21
2015,480,Granite,553,402,Bonneville Jr. High School,32020000240,61031103,9,27
2015,480,Granite,554,404,Brockbank Jr. High School,32020000240,61031112,9,40
2015,480,Granite,554,404,Brockbank Jr. High School,32020000240,61031126,9,38
2015,480,Granite,556,410,Churchill Jr. High School,32020000240,61031101,9,31
2015,480,Granite,556,410,Churchill Jr. High School,32020000240,61031102,9,39
2015,480,Granite,556,410,Churchill Jr. High School,32020000240,61031103,9,38
2015,480,Granite,557,411,Eisenhower Jr. High School,32020000240,61031115,9,30
2015,480,Granite,557,411,Eisenhower Jr. High School,32020000240,61031129,9,35
2015,480,Granite,559,416,Granite Park Jr. High,35020000007,64200114,9,36
2015,480,Granite,559,416,Granite Park Jr. High,35020000007,64200118,9,41
2015,480,Granite,559,416,Granite Park Jr. High,35020000007,64200129,9,36
2015,480,Granite,560,418,Hunter Jr. High School,32020000240,61031111,9,25
2015,480,Granite,560,418,Hunter Jr. High School,32020000240,61031115,9,30
2015,480,Granite,560,418,Hunter Jr. High School,32020000240,61031117,9,28
2015,480,Granite,560,418,Hunter Jr. High School,32020000240,61031121,9,32
2015,480,Granite,560,418,Hunter Jr. High School,32020000240,61031122,9,37
2015,480,Granite,560,418,Hunter Jr. High School,32020000240,61031123,9,36
2015,480,Granite,560,418,Hunter Jr. High School,32020000240,61031127,9,36
2015,480,Granite,563,422,John F. Kennedy Jr. High School,32020000240,61031112,9,28
2015,480,Granite,563,422,John F. Kennedy Jr. High School,32020000240,61031117,9,41
2015,480,Granite,563,422,John F. Kennedy Jr. High School,32020000240,61031125,9,40
2015,480,Granite,563,422,John F. Kennedy Jr. High School,32020000240,61031128,9,40
2015,480,Granite,564,424,Olympus Jr. High School,32020000240,61031116,9,33
2015,480,Granite,564,424,Olympus Jr. High School,32020000240,61031124,9,35
2015,480,Granite,564,424,Olympus Jr. High School,32020000240,61031125,9,35
2015,480,Granite,564,424,Olympus Jr. High School,32020000240,61031127,9,34
2015,480,Granite,566,432,Wasatch Jr. High School,32020000240,61031111,9,33
2015,480,Granite,566,432,Wasatch Jr. High School,32020000240,61031121,9,23
2015,480,Granite,566,432,Wasatch Jr. High School,32020000240,61031127,9,32
2015,480,Granite,600,708,Granger High School,32020000240,61031113,9,1
2015,480,Granite,600,708,Granger High School,32020000240,61031115,9,1
2015,480,Granite,600,708,Granger High School,32020000240,61031117,9,1
2015,480,Granite,600,708,Granger High School,32020000240,61031118,9,1
2015,480,Granite,600,708,Granger High School,32020000240,61031121,9,2
2015,480,Granite,600,708,Granger High School,32020000240,61031124,9,2
2015,480,Granite,600,708,Granger High School,32020000240,61031125,9,1
2015,480,Granite,600,708,Granger High School,32020000240,61031138,9,1
2015,480,Granite,600,708,Granger High School,32020000240,61031143,9,1
2015,480,Granite,600,708,Granger High School,32020000240,61031148,9,1
2015,480,Granite,603,714,Kearns High School,32020000240,61031111,9,30
2015,480,Granite,603,714,Kearns High School,32020000240,61031112,9,23
2015,480,Granite,603,714,Kearns High School,32020000240,61031113,9,20
2015,480,Granite,603,714,Kearns High School,32020000240,61031114,9,24
2015,480,Granite,603,714,Kearns High School,32020000240,61031115,9,18
2015,480,Granite,603,714,Kearns High School,32020000240,61031116,9,24
2015,480,Granite,603,714,Kearns High School,32020000240,61031117,9,16
2015,480,Granite,603,714,Kearns High School,32020000240,61031118,9,10
